ENSG00000000003.1	gene_1
ENSG00000048707.1	gene_875
ENSG00000048740.1	gene_876
ENSG00000048828.1	gene_877
ENSG00000048991.1	gene_878
ENSG00000048991.2	gene_879
ENSG00000049089.1	gene_880
ENSG00000049130.1	gene_881
ENSG00000049167.1	gene_882
ENSG00000049192.1	gene_883
ENSG00000049239.1	gene_884
ENSG00000049245.1	gene_885
ENSG00000049246.1	gene_886
ENSG00000049247.1	gene_887
ENSG00000049249.1	gene_888
ENSG00000049283.1	gene_889
ENSG00000049323.1	gene_890
ENSG00000049449.1	gene_891
ENSG00000049541.1	gene_892
ENSG00000049541.2	gene_893
ENSG00000049618.1	gene_894
ENSG00000049656.1	gene_895
ENSG00000049759.1	gene_896
ENSG00000049759.2	gene_897
ENSG00000049759.3	gene_898
ENSG00000049768.1	gene_899
ENSG00000049769.1	gene_900
ENSG00000049860.1	gene_901
ENSG00000049883.1	gene_902
ENSG00000050030.1	gene_903
ENSG00000050130.1	gene_904
ENSG00000050165.1	gene_905
ENSG00000050327.1	gene_906
ENSG00000050344.1	gene_907
ENSG00000050393.1	gene_908
ENSG00000050405.1	gene_909
ENSG00000050426.1	gene_910
ENSG00000050438.1	gene_911
ENSG00000050555.1	gene_912
ENSG00000050628.1	gene_913
ENSG00000050730.1	gene_914
ENSG00000050748.1	gene_915
ENSG00000050767.1	gene_916
ENSG00000050820.1	gene_917
ENSG00000051009.1	gene_918
ENSG00000051108.1	gene_919
ENSG00000051128.1	gene_920
ENSG00000051128.2	gene_921
ENSG00000051180.1	gene_922
ENSG00000051341.1	gene_923
ENSG00000051382.1	gene_924
ENSG00000051523.1	gene_925
ENSG00000051596.1	gene_926
ENSG00000051596.2	gene_927
ENSG00000051596.3	gene_928
ENSG00000051620.1	gene_929
ENSG00000051825.1	gene_930
ENSG00000052126.1	gene_931
ENSG00000052344.1	gene_932
ENSG00000052344.2	gene_933
ENSG00000052723.1	gene_934
ENSG00000052749.1	gene_935
ENSG00000052795.1	gene_936
ENSG00000052802.1	gene_937
ENSG00000052802.2	gene_938
ENSG00000052841.1	gene_939
ENSG00000052850.1	gene_940
ENSG00000053108.1	gene_941
ENSG00000053108.2	gene_942
ENSG00000053254.1	gene_943
ENSG00000053328.1	gene_944
ENSG00000053371.1	gene_945
ENSG00000053372.1	gene_946
ENSG00000053372.2	gene_947
ENSG00000053438.1	gene_948
ENSG00000053501.1	gene_949
ENSG00000053524.1	gene_950
ENSG00000053702.1	gene_951
ENSG00000053747.1	gene_952
ENSG00000053770.1	gene_953
ENSG00000053900.1	gene_954
ENSG00000053918.1	gene_955
ENSG00000053918.2	gene_956
ENSG00000054116.1	gene_957
ENSG00000054118.1	gene_958
ENSG00000054148.1	gene_959
ENSG00000054179.1	gene_960
ENSG00000054219.1	gene_961
ENSG00000054267.1	gene_962
ENSG00000054282.1	gene_963
ENSG00000054356.1	gene_964
ENSG00000054392.1	gene_965
ENSG00000054523.1	gene_966
ENSG00000054598.1	gene_967
ENSG00000054611.1	gene_968
ENSG00000054654.1	gene_969
ENSG00000054690.1	gene_970
ENSG00000054793.1	gene_971
ENSG00000054796.1	gene_972
ENSG00000054803.1	gene_973
ENSG00000054938.1	gene_974
ENSG00000054965.1	gene_975
ENSG00000054967.1	gene_976
ENSG00000054967.2	gene_977
ENSG00000054983.1	gene_978
ENSG00000055044.1	gene_979
ENSG00000055070.1	gene_980
ENSG00000055118.1	gene_981
ENSG00000055130.1	gene_982
ENSG00000055130.2	gene_983
ENSG00000055130.3	gene_984
ENSG00000055130.4	gene_985
ENSG00000055130.5	gene_986
ENSG00000055147.1	gene_987
ENSG00000055163.1	gene_988
ENSG00000055208.1	gene_989
ENSG00000055211.1	gene_990
ENSG00000055332.1	gene_991
ENSG00000055332.2	gene_992
ENSG00000055332.3	gene_993
ENSG00000055483.1	gene_994
ENSG00000055609.1	gene_995
ENSG00000055732.1	gene_996
ENSG00000055813.1	gene_997
ENSG00000055917.1	gene_998
ENSG00000055950.1	gene_999
ENSG00000055955.1	gene_1000
ENSG00000055955.2	gene_1001
ENSG00000055955.3	gene_1002
ENSG00000055957.1	gene_1003
ENSG00000055957.2	gene_1004
ENSG00000056050.1	gene_1005
ENSG00000056050.2	gene_1006
ENSG00000056097.1	gene_1007
ENSG00000056277.1	gene_1008
ENSG00000056291.1	gene_1009
ENSG00000056487.1	gene_1010
ENSG00000056558.1	gene_1011
ENSG00000056586.1	gene_1012
ENSG00000056736.1	gene_1013
ENSG00000056972.1	gene_1014
ENSG00000056998.1	gene_1015
ENSG00000056998.2	gene_1016
ENSG00000057019.1	gene_1017
ENSG00000057149.1	gene_1018
ENSG00000057252.1	gene_1019
ENSG00000057294.1	gene_1020
ENSG00000057468.1	gene_1021
ENSG00000057593.1	gene_1022
ENSG00000057608.1	gene_1023
ENSG00000057657.1	gene_1024
ENSG00000057663.1	gene_1025
ENSG00000057704.1	gene_1026
ENSG00000057757.1	gene_1027
ENSG00000057935.1	gene_1028
ENSG00000058056.1	gene_1029
ENSG00000058063.1	gene_1030
ENSG00000058085.1	gene_1031
ENSG00000058091.1	gene_1032
ENSG00000058262.1	gene_1033
ENSG00000058272.1	gene_1034
ENSG00000058335.1	gene_1035
ENSG00000058453.1	gene_1036
ENSG00000058600.1	gene_1037
ENSG00000058668.1	gene_1038
ENSG00000058668.2	gene_1039
ENSG00000058673.1	gene_1040
ENSG00000058673.2	gene_1041
ENSG00000058673.3	gene_1042
ENSG00000058729.1	gene_1043
ENSG00000058799.1	gene_1044
ENSG00000058804.1	gene_1045
ENSG00000058866.1	gene_1046
ENSG00000059122.1	gene_1047
ENSG00000059145.1	gene_1048
ENSG00000059377.1	gene_1049
ENSG00000059378.1	gene_1050
ENSG00000059378.2	gene_1051
ENSG00000059573.1	gene_1052
ENSG00000059588.1	gene_1053
ENSG00000059691.1	gene_1054
ENSG00000059728.1	gene_1055
ENSG00000059758.1	gene_1056
ENSG00000059769.1	gene_1057
ENSG00000059804.1	gene_1058
ENSG00000059915.1	gene_1059
ENSG00000060069.1	gene_1060
ENSG00000060138.1	gene_1061
ENSG00000060138.2	gene_1062
ENSG00000060138.3	gene_1063
ENSG00000060140.1	gene_1064
ENSG00000060237.1	gene_1065
ENSG00000060339.1	gene_1066
ENSG00000060491.1	gene_1067
ENSG00000060558.1	gene_1068
ENSG00000060566.1	gene_1069
ENSG00000060642.1	gene_1070
ENSG00000060656.1	gene_1071
ENSG00000060656.2	gene_1072
ENSG00000060688.1	gene_1073
ENSG00000060709.1	gene_1074
ENSG00000060709.2	gene_1075
ENSG00000060718.1	gene_1076
ENSG00000060749.1	gene_1077
ENSG00000060762.1	gene_1078
ENSG00000060762.2	gene_1079
ENSG00000060971.1	gene_1080
ENSG00000060982.1	gene_1081
ENSG00000061273.1	gene_1082
ENSG00000061337.1	gene_1083
ENSG00000061455.1	gene_1084
ENSG00000061492.1	gene_1085
ENSG00000061656.1	gene_1086
ENSG00000061676.1	gene_1087
ENSG00000061794.1	gene_1088
ENSG00000061918.1	gene_1089
ENSG00000061918.2	gene_1090
ENSG00000061936.1	gene_1091
ENSG00000061938.1	gene_1092
ENSG00000061987.1	gene_1093
ENSG00000062038.1	gene_1094
ENSG00000062096.1	gene_1095
ENSG00000062096.2	gene_1096
ENSG00000062096.3	gene_1097
ENSG00000062194.1	gene_1098
ENSG00000062194.2	gene_1099
ENSG00000062282.1	gene_1100
ENSG00000062485.1	gene_1101
ENSG00000062582.1	gene_1102
ENSG00000062598.1	gene_1103
ENSG00000062650.1	gene_1104
ENSG00000062716.1	gene_1105
ENSG00000062725.1	gene_1106
ENSG00000062822.1	gene_1107
ENSG00000063015.1	gene_1108
ENSG00000063046.1	gene_1109
ENSG00000063127.1	gene_1110
ENSG00000063127.2	gene_1111
ENSG00000063127.3	gene_1112
ENSG00000063169.1	gene_1113
ENSG00000063176.1	gene_1114
ENSG00000063177.1	gene_1115
ENSG00000063177.2	gene_1116
ENSG00000063177.3	gene_1117
ENSG00000063180.1	gene_1118
ENSG00000063241.1	gene_1119
ENSG00000063244.1	gene_1120
ENSG00000063244.2	gene_1121
ENSG00000063245.1	gene_1122
ENSG00000063245.2	gene_1123
ENSG00000063322.1	gene_1124
ENSG00000063438.1	gene_1125
ENSG00000063515.1	gene_1126
ENSG00000063587.1	gene_1127
ENSG00000063601.1	gene_1128
ENSG00000063601.2	gene_1129
ENSG00000063660.1	gene_1130
ENSG00000063761.1	gene_1131
ENSG00000063761.2	gene_1132
ENSG00000063854.1	gene_1133
ENSG00000063978.1	gene_1134
ENSG00000063978.2	gene_1135
ENSG00000064012.1	gene_1136
ENSG00000064042.1	gene_1137
ENSG00000064102.1	gene_1138
ENSG00000064115.1	gene_1139
ENSG00000064195.1	gene_1140
ENSG00000064199.1	gene_1141
ENSG00000064201.1	gene_1142
ENSG00000064205.1	gene_1143
ENSG00000064218.1	gene_1144
ENSG00000064225.1	gene_1145
ENSG00000064270.1	gene_1146
ENSG00000064300.1	gene_1147
ENSG00000064300.2	gene_1148
ENSG00000064309.1	gene_1149
ENSG00000064313.1	gene_1150
ENSG00000064313.2	gene_1151
ENSG00000064313.3	gene_1152
ENSG00000064313.4	gene_1153
ENSG00000064313.5	gene_1154
ENSG00000064393.1	gene_1155
ENSG00000064419.1	gene_1156
ENSG00000064490.1	gene_1157
ENSG00000064545.1	gene_1158
ENSG00000064547.1	gene_1159
ENSG00000064601.1	gene_1160
ENSG00000064607.1	gene_1161
ENSG00000064651.1	gene_1162
ENSG00000064652.1	gene_1163
ENSG00000064655.1	gene_1164
ENSG00000064666.1	gene_1165
ENSG00000064687.1	gene_1166
ENSG00000064692.1	gene_1167
ENSG00000064703.1	gene_1168
ENSG00000064726.1	gene_1169
ENSG00000064763.1	gene_1170
ENSG00000064787.1	gene_1171
ENSG00000064835.1	gene_1172
ENSG00000064932.1	gene_1173
ENSG00000064933.1	gene_1174
ENSG00000064961.1	gene_1175
ENSG00000064989.1	gene_1176
ENSG00000064995.1	gene_1177
ENSG00000064999.1	gene_1178
ENSG00000065000.1	gene_1179
ENSG00000065029.1	gene_1180
ENSG00000065054.1	gene_1181
ENSG00000065057.1	gene_1182
ENSG00000065060.1	gene_1183
ENSG00000065135.1	gene_1184
ENSG00000065150.1	gene_1185
ENSG00000065154.1	gene_1186
ENSG00000065154.2	gene_1187
ENSG00000065154.3	gene_1188
ENSG00000065154.4	gene_1189
ENSG00000065154.5	gene_1190
ENSG00000065183.1	gene_1191
ENSG00000065243.1	gene_1192
ENSG00000065268.1	gene_1193
ENSG00000065320.1	gene_1194
ENSG00000065320.2	gene_1195
ENSG00000065325.1	gene_1196
ENSG00000065328.1	gene_1197
ENSG00000065357.1	gene_1198
ENSG00000065361.1	gene_1199
ENSG00000065413.1	gene_1200
ENSG00000065427.1	gene_1201
ENSG00000065427.2	gene_1202
ENSG00000065427.3	gene_1203
ENSG00000065427.4	gene_1204
ENSG00000065457.1	gene_1205
ENSG00000065485.1	gene_1206
ENSG00000065491.1	gene_1207
ENSG00000065518.1	gene_1208
ENSG00000065526.1	gene_1209
ENSG00000065534.1	gene_1210
ENSG00000065548.1	gene_1211
ENSG00000065559.1	gene_1212
ENSG00000065600.1	gene_1213
ENSG00000065609.1	gene_1214
ENSG00000065613.1	gene_1215
ENSG00000065615.1	gene_1216
ENSG00000065618.1	gene_1217
ENSG00000065621.1	gene_1218
ENSG00000065665.1	gene_1219
ENSG00000065665.2	gene_1220
ENSG00000065675.1	gene_1221
ENSG00000065717.1	gene_1222
ENSG00000065717.2	gene_1223
ENSG00000065802.1	gene_1224
ENSG00000065809.1	gene_1225
ENSG00000065833.1	gene_1226
ENSG00000065882.1	gene_1227
ENSG00000065883.1	gene_1228
ENSG00000065911.1	gene_1229
ENSG00000065923.1	gene_1230
ENSG00000065923.2	gene_1231
ENSG00000065970.1	gene_1232
ENSG00000065978.1	gene_1233
ENSG00000065989.1	gene_1234
ENSG00000066027.1	gene_1235
ENSG00000066032.1	gene_1236
ENSG00000066032.2	gene_1237
ENSG00000066044.1	gene_1238
ENSG00000066056.1	gene_1239
ENSG00000066084.1	gene_1240
ENSG00000066117.1	gene_1241
ENSG00000066135.1	gene_1242
ENSG00000066136.1	gene_1243
ENSG00000066185.1	gene_1244
ENSG00000066230.1	gene_1245
ENSG00000066230.2	gene_1246
ENSG00000066248.1	gene_1247
ENSG00000066279.1	gene_1248
ENSG00000066294.1	gene_1249
ENSG00000066322.1	gene_1250
ENSG00000066336.1	gene_1251
ENSG00000066379.1	gene_1252
ENSG00000066382.1	gene_1253
ENSG00000066405.1	gene_1254
ENSG00000066422.1	gene_1255
ENSG00000066427.1	gene_1256
ENSG00000066455.1	gene_1257
ENSG00000066468.1	gene_1258
ENSG00000066468.2	gene_1259
ENSG00000066557.1	gene_1260
ENSG00000066583.1	gene_1261
ENSG00000066629.1	gene_1262
ENSG00000066651.1	gene_1263
ENSG00000066654.1	gene_1264
ENSG00000066697.1	gene_1265
ENSG00000066735.1	gene_1266
ENSG00000066739.1	gene_1267
ENSG00000066777.1	gene_1268
ENSG00000066777.2	gene_1269
ENSG00000066813.1	gene_1270
ENSG00000066827.1	gene_1271
ENSG00000066855.1	gene_1272
ENSG00000066923.1	gene_1273
ENSG00000066926.1	gene_1274
ENSG00000066933.1	gene_1275
ENSG00000067048.1	gene_1276
ENSG00000067057.1	gene_1277
ENSG00000067064.1	gene_1278
ENSG00000067064.2	gene_1279
ENSG00000067066.1	gene_1280
ENSG00000067066.2	gene_1281
ENSG00000067066.3	gene_1282
ENSG00000067082.1	gene_1283
ENSG00000067113.1	gene_1284
ENSG00000067113.2	gene_1285
ENSG00000067141.1	gene_1286
ENSG00000067167.1	gene_1287
ENSG00000067177.1	gene_1288
ENSG00000067182.1	gene_1289
ENSG00000067191.1	gene_1290
ENSG00000067208.1	gene_1291
ENSG00000067221.1	gene_1292
ENSG00000067225.1	gene_1293
ENSG00000067225.2	gene_1294
ENSG00000067248.1	gene_1295
ENSG00000067334.1	gene_1296
ENSG00000067334.2	gene_1297
ENSG00000067365.1	gene_1298
ENSG00000067365.2	gene_1299
ENSG00000067369.1	gene_1300
ENSG00000067445.1	gene_1301
ENSG00000067533.1	gene_1302
ENSG00000067560.1	gene_1303
ENSG00000067560.2	gene_1304
ENSG00000067596.1	gene_1305
ENSG00000067606.1	gene_1306
ENSG00000067606.2	gene_1307
ENSG00000067704.1	gene_1308
ENSG00000067715.1	gene_1309
ENSG00000067798.1	gene_1310
ENSG00000067829.1	gene_1311
ENSG00000067829.2	gene_1312
ENSG00000067836.1	gene_1313
ENSG00000067840.1	gene_1314
ENSG00000067842.1	gene_1315
ENSG00000067900.1	gene_1316
ENSG00000067955.1	gene_1317
ENSG00000067992.1	gene_1318
ENSG00000068001.1	gene_1319
ENSG00000068024.1	gene_1320
ENSG00000068028.1	gene_1321
ENSG00000068078.1	gene_1322
ENSG00000068079.1	gene_1323
ENSG00000068097.1	gene_1324
ENSG00000068120.1	gene_1325
ENSG00000068137.1	gene_1326
ENSG00000068305.1	gene_1327
ENSG00000068308.1	gene_1328
ENSG00000068323.1	gene_1329
ENSG00000068354.1	gene_1330
ENSG00000068366.1	gene_1331
ENSG00000068383.1	gene_1332
ENSG00000068394.1	gene_1333
ENSG00000068394.2	gene_1334
ENSG00000068400.1	gene_1335
ENSG00000068438.1	gene_1336
ENSG00000068438.2	gene_1337
ENSG00000068489.1	gene_1338
ENSG00000068615.1	gene_1339
ENSG00000068650.1	gene_1340
ENSG00000068654.1	gene_1341
ENSG00000068654.2	gene_1342
ENSG00000068654.3	gene_1343
ENSG00000068654.4	gene_1344
ENSG00000068697.1	gene_1345
ENSG00000068697.2	gene_1346
ENSG00000068724.1	gene_1347
ENSG00000068745.1	gene_1348
ENSG00000068784.1	gene_1349
ENSG00000068796.1	gene_1350
ENSG00000068831.1	gene_1351
ENSG00000068878.1	gene_1352
ENSG00000068885.1	gene_1353
ENSG00000068903.1	gene_1354
ENSG00000068912.1	gene_1355
ENSG00000068971.1	gene_1356
ENSG00000068976.1	gene_1357
ENSG00000068985.1	gene_1358
ENSG00000069011.1	gene_1359
ENSG00000069011.2	gene_1360
ENSG00000069011.3	gene_1361
ENSG00000069018.1	gene_1362
ENSG00000069020.1	gene_1363
ENSG00000069122.1	gene_1364
ENSG00000069188.1	gene_1365
ENSG00000069206.1	gene_1366
ENSG00000069206.2	gene_1367
ENSG00000069248.1	gene_1368
ENSG00000069275.1	gene_1369
ENSG00000069329.1	gene_1370
ENSG00000069345.1	gene_1371
ENSG00000069345.2	gene_1372
ENSG00000069345.3	gene_1373
ENSG00000069399.1	gene_1374
ENSG00000069424.1	gene_1375
ENSG00000069431.1	gene_1376
ENSG00000069482.1	gene_1377
ENSG00000069509.1	gene_1378
ENSG00000069535.1	gene_1379
ENSG00000069667.1	gene_1380
ENSG00000069667.2	gene_1381
ENSG00000069696.1	gene_1382
ENSG00000069702.1	gene_1383
ENSG00000069764.1	gene_1384
ENSG00000069812.1	gene_1385
ENSG00000069849.1	gene_1386
ENSG00000069869.1	gene_1387
ENSG00000069943.1	gene_1388
ENSG00000069956.1	gene_1389
ENSG00000069956.2	gene_1390
ENSG00000069966.1	gene_1391
ENSG00000069974.1	gene_1392
ENSG00000069998.1	gene_1393
ENSG00000070010.1	gene_1394
ENSG00000070018.1	gene_1395
ENSG00000070019.1	gene_1396
ENSG00000070031.1	gene_1397
ENSG00000070047.1	gene_1398
ENSG00000070061.1	gene_1399
ENSG00000070081.1	gene_1400
ENSG00000070087.1	gene_1401
ENSG00000070087.2	gene_1402
ENSG00000070159.1	gene_1403
ENSG00000070182.1	gene_1404
ENSG00000070190.1	gene_1405
ENSG00000070193.1	gene_1406
ENSG00000070214.1	gene_1407
ENSG00000070269.1	gene_1408
ENSG00000070366.1	gene_1409
ENSG00000070367.1	gene_1410
ENSG00000070388.1	gene_1411
ENSG00000070404.1	gene_1412
ENSG00000070413.1	gene_1413
ENSG00000070423.1	gene_1414
ENSG00000070444.1	gene_1415
ENSG00000070476.1	gene_1416
ENSG00000070495.1	gene_1417
ENSG00000070501.1	gene_1418
ENSG00000070526.1	gene_1419
ENSG00000070540.1	gene_1420
ENSG00000070601.1	gene_1421
ENSG00000070610.1	gene_1422
ENSG00000070614.1	gene_1423
ENSG00000070669.1	gene_1424
ENSG00000070718.1	gene_1425
ENSG00000070729.1	gene_1426
ENSG00000070731.1	gene_1427
ENSG00000070731.2	gene_1428
ENSG00000070731.3	gene_1429
ENSG00000070748.1	gene_1430
ENSG00000070756.1	gene_1431
ENSG00000070759.1	gene_1432
ENSG00000070761.1	gene_1433
ENSG00000070770.1	gene_1434
ENSG00000070778.1	gene_1435
ENSG00000070785.1	gene_1436
ENSG00000070808.1	gene_1437
ENSG00000070814.1	gene_1438
ENSG00000070814.2	gene_1439
ENSG00000070882.1	gene_1440
ENSG00000070886.1	gene_1441
ENSG00000070915.1	gene_1442
ENSG00000070915.2	gene_1443
ENSG00000070950.1	gene_1444
ENSG00000070961.1	gene_1445
ENSG00000070985.1	gene_1446
ENSG00000071051.1	gene_1447
ENSG00000071054.1	gene_1448
ENSG00000071073.1	gene_1449
ENSG00000071082.1	gene_1450
ENSG00000071082.2	gene_1451
ENSG00000071082.3	gene_1452
ENSG00000071082.4	gene_1453
ENSG00000071082.5	gene_1454
ENSG00000071082.6	gene_1455
ENSG00000071127.1	gene_1456
ENSG00000071189.1	gene_1457
ENSG00000071203.1	gene_1458
ENSG00000071205.1	gene_1459
ENSG00000071242.1	gene_1460
ENSG00000071243.1	gene_1461
ENSG00000071246.1	gene_1462
ENSG00000071282.1	gene_1463
ENSG00000071462.1	gene_1464
ENSG00000071537.1	gene_1465
ENSG00000071539.1	gene_1466
ENSG00000071553.1	gene_1467
ENSG00000071553.2	gene_1468
ENSG00000071564.1	gene_1469
ENSG00000071575.1	gene_1470
ENSG00000071626.1	gene_1471
ENSG00000071655.1	gene_1472
ENSG00000071677.1	gene_1473
ENSG00000071794.1	gene_1474
ENSG00000071859.1	gene_1475
ENSG00000071859.2	gene_1476
ENSG00000071889.1	gene_1477
ENSG00000071894.1	gene_1478
ENSG00000071894.2	gene_1479
ENSG00000071909.1	gene_1480
ENSG00000071909.2	gene_1481
ENSG00000071967.1	gene_1482
ENSG00000071991.1	gene_1483
ENSG00000071994.1	gene_1484
ENSG00000072041.1	gene_1485
ENSG00000072042.1	gene_1486
ENSG00000072042.2	gene_1487
ENSG00000072062.1	gene_1488
ENSG00000072071.1	gene_1489
ENSG00000072080.1	gene_1490
ENSG00000072110.1	gene_1491
ENSG00000072121.1	gene_1492
ENSG00000072121.2	gene_1493
ENSG00000072121.3	gene_1494
ENSG00000072133.1	gene_1495
ENSG00000072134.1	gene_1496
ENSG00000072135.1	gene_1497
ENSG00000072163.1	gene_1498
ENSG00000072163.2	gene_1499
ENSG00000072182.1	gene_1500
ENSG00000072195.1	gene_1501
ENSG00000072201.1	gene_1502
ENSG00000072210.1	gene_1503
ENSG00000072274.1	gene_1504
ENSG00000072310.1	gene_1505
ENSG00000072315.1	gene_1506
ENSG00000072315.2	gene_1507
ENSG00000072364.1	gene_1508
ENSG00000072401.1	gene_1509
ENSG00000072415.1	gene_1510
ENSG00000072422.1	gene_1511
ENSG00000072501.1	gene_1512
ENSG00000072506.1	gene_1513
ENSG00000072506.2	gene_1514
ENSG00000072518.1	gene_1515
ENSG00000072518.10	gene_1516
ENSG00000072518.11	gene_1517
ENSG00000072518.12	gene_1518
ENSG00000072518.13	gene_1519
ENSG00000072518.14	gene_1520
ENSG00000072518.15	gene_1521
ENSG00000072518.16	gene_1522
ENSG00000072518.17	gene_1523
ENSG00000072518.18	gene_1524
ENSG00000072518.19	gene_1525
ENSG00000072518.2	gene_1526
ENSG00000072518.20	gene_1527
ENSG00000072518.21	gene_1528
ENSG00000072518.22	gene_1529
ENSG00000072518.23	gene_1530
ENSG00000072518.24	gene_1531
ENSG00000072518.25	gene_1532
ENSG00000072518.3	gene_1533
ENSG00000072518.4	gene_1534
ENSG00000072518.5	gene_1535
ENSG00000072518.6	gene_1536
ENSG00000072518.7	gene_1537
ENSG00000072518.8	gene_1538
ENSG00000072518.9	gene_1539
ENSG00000072571.1	gene_1540
ENSG00000072609.1	gene_1541
ENSG00000072609.2	gene_1542
ENSG00000072657.1	gene_1543
ENSG00000072682.1	gene_1544
ENSG00000072694.1	gene_1545
ENSG00000072694.2	gene_1546
ENSG00000072736.1	gene_1547
ENSG00000072756.1	gene_1548
ENSG00000072778.1	gene_1549
ENSG00000072786.1	gene_1550
ENSG00000072803.1	gene_1551
ENSG00000072818.1	gene_1552
ENSG00000072832.1	gene_1553
ENSG00000072840.1	gene_1554
ENSG00000072849.1	gene_1555
ENSG00000072858.1	gene_1556
ENSG00000072864.1	gene_1557
ENSG00000072864.2	gene_1558
ENSG00000072952.1	gene_1559
ENSG00000072954.1	gene_1560
ENSG00000072958.1	gene_1561
ENSG00000073050.1	gene_1562
ENSG00000073060.1	gene_1563
ENSG00000073067.1	gene_1564
ENSG00000073111.1	gene_1565
ENSG00000073146.1	gene_1566
ENSG00000073146.2	gene_1567
ENSG00000073150.1	gene_1568
ENSG00000073169.1	gene_1569
ENSG00000073169.2	gene_1570
ENSG00000073282.1	gene_1571
ENSG00000073331.1	gene_1572
ENSG00000073350.1	gene_1573
ENSG00000073417.1	gene_1574
ENSG00000073417.2	gene_1575
ENSG00000073417.3	gene_1576
ENSG00000073417.4	gene_1577
ENSG00000073417.5	gene_1578
ENSG00000073464.1	gene_1579
ENSG00000073464.2	gene_1580
ENSG00000073536.1	gene_1581
ENSG00000073536.2	gene_1582
ENSG00000073578.1	gene_1583
ENSG00000073584.1	gene_1584
ENSG00000073584.2	gene_1585
ENSG00000073584.3	gene_1586
ENSG00000073598.1	gene_1587
ENSG00000073605.1	gene_1588
ENSG00000073614.1	gene_1589
ENSG00000073670.1	gene_1590
ENSG00000073711.1	gene_1591
ENSG00000073712.1	gene_1592
ENSG00000073734.1	gene_1593
ENSG00000073737.1	gene_1594
ENSG00000073756.1	gene_1595
ENSG00000073756.2	gene_1596
ENSG00000073792.1	gene_1597
ENSG00000073792.2	gene_1598
ENSG00000073803.1	gene_1599
ENSG00000073849.1	gene_1600
ENSG00000073861.1	gene_1601
ENSG00000073910.1	gene_1602
ENSG00000073921.1	gene_1603
ENSG00000073921.2	gene_1604
ENSG00000073969.1	gene_1605
ENSG00000074047.1	gene_1606
ENSG00000074054.1	gene_1607
ENSG00000074054.2	gene_1608
ENSG00000074071.1	gene_1609
ENSG00000074181.1	gene_1610
ENSG00000074201.1	gene_1611
ENSG00000074211.1	gene_1612
ENSG00000074219.1	gene_1613
ENSG00000074266.1	gene_1614
ENSG00000074276.1	gene_1615
ENSG00000074317.1	gene_1616
ENSG00000074319.1	gene_1617
ENSG00000074319.2	gene_1618
ENSG00000074356.1	gene_1619
ENSG00000074370.1	gene_1620
ENSG00000074410.1	gene_1621
ENSG00000074416.1	gene_1622
ENSG00000074527.1	gene_1623
ENSG00000074582.1	gene_1624
ENSG00000074590.1	gene_1625
ENSG00000074603.1	gene_1626
ENSG00000074621.1	gene_1627
ENSG00000074657.1	gene_1628
ENSG00000074660.1	gene_1629
ENSG00000074695.1	gene_1630
ENSG00000074696.1	gene_1631
ENSG00000074755.1	gene_1632
ENSG00000074771.1	gene_1633
ENSG00000074800.1	gene_1634
ENSG00000074803.1	gene_1635
ENSG00000074842.1	gene_1636
ENSG00000074855.1	gene_1637
ENSG00000074935.1	gene_1638
ENSG00000074964.1	gene_1639
ENSG00000074966.1	gene_1640
ENSG00000075035.1	gene_1641
ENSG00000075043.1	gene_1642
ENSG00000075073.1	gene_1643
