velifer_IDmodified-gene-14 ENSG00000185385.35
velifer_evm.TU.SUPER__1.1678 ENSG00000129472.2
velifer_evm.TU.SUPER__1.1679 ENSG00000100888.1
velifer_evm.TU.SUPER__1.168 ENSG00000038219.1
velifer_evm.TU.SUPER__1.1680 ENSG00000092201.1
velifer_evm.TU.SUPER__1.1684 ENSG00000165804.1
velifer_evm.TU.SUPER__1.1685 ENSG00000165801.1
velifer_evm.TU.SUPER__1.1690 ENSG00000165794.2
velifer_evm.TU.SUPER__1.1692 ENSG00000151657.1
velifer_evm.TU.SUPER__1.1693 ENSG00000143486.1
velifer_evm.TU.SUPER__1.1695 ENSG00000169385.1
velifer_evm.TU.SUPER__1.1696 ENSG00000129538.2
velifer_evm.TU.SUPER__1.1697 ENSG00000134779.1
velifer_evm.TU.SUPER__1.1698 ENSG00000169413.1
velifer_evm.TU.SUPER__1.1699 ENSG00000181552.4
velifer_evm.TU.SUPER__1.17 ENSG00000127419.1
velifer_evm.TU.SUPER__1.1700 ENSG00000258818.3
velifer_evm.TU.SUPER__1.1701 ENSG00000214274.1
velifer_evm.TU.SUPER__1.1702 ENSG00000129538.3
velifer_evm.TU.SUPER__1.1703 ENSG00000258818.4
velifer_evm.TU.SUPER__1.1704 ENSG00000258818.5
velifer_evm.TU.SUPER__1.1707 ENSG00000129538.4
velifer_evm.TU.SUPER__1.1708 ENSG00000258818.6
velifer_evm.TU.SUPER__1.1709 ENSG00000169413.2
velifer_evm.TU.SUPER__1.1710 ENSG00000258818.7
velifer_evm.TU.SUPER__1.1711 ENSG00000169413.3
velifer_evm.TU.SUPER__1.1712 ENSG00000214274.2
velifer_evm.TU.SUPER__1.1713 ENSG00000258818.8
velifer_evm.TU.SUPER__1.1714 ENSG00000071909.1
velifer_evm.TU.SUPER__1.1715 ENSG00000214274.3
velifer_evm.TU.SUPER__1.1717 ENSG00000129538.5
velifer_evm.TU.SUPER__1.1718 ENSG00000051596.1
velifer_evm.TU.SUPER__1.1719 ENSG00000214274.4
velifer_evm.TU.SUPER__1.1720 ENSG00000258818.9
velifer_evm.TU.SUPER__1.1721 ENSG00000258436.1
velifer_evm.TU.SUPER__1.1722 ENSG00000173464.1
velifer_evm.TU.SUPER__1.1724 ENSG00000140044.4
velifer_evm.TU.SUPER__1.1725 ENSG00000182545.1
velifer_evm.TU.SUPER__1.1726 ENSG00000198805.1
velifer_evm.TU.SUPER__1.1728 ENSG00000100823.1
velifer_evm.TU.SUPER__1.1729 ENSG00000092094.1
velifer_evm.TU.SUPER__1.1730 ENSG00000070915.2
velifer_evm.TU.SUPER__1.1731 ENSG00000185271.1
velifer_evm.TU.SUPER__1.1732 ENSG00000129566.1
velifer_evm.TU.SUPER__1.1734 ENSG00000100814.1
velifer_evm.TU.SUPER__1.1735 ENSG00000136319.1
velifer_evm.TU.SUPER__1.1736 ENSG00000163399.1
velifer_evm.TU.SUPER__1.1737 ENSG00000163399.2
velifer_evm.TU.SUPER__1.1738 ENSG00000157326.3
velifer_evm.TU.SUPER__1.1739 ENSG00000101916.1
velifer_evm.TU.SUPER__1.1740 ENSG00000119446.1
velifer_evm.TU.SUPER__1.1741 ENSG00000176299.1
velifer_evm.TU.SUPER__1.1743 ENSG00000164180.2
velifer_evm.TU.SUPER__1.1749 ENSG00000184140.2
velifer_evm.TU.SUPER__1.175 ENSG00000105085.1
velifer_evm.TU.SUPER__1.1750 ENSG00000184140.3
velifer_evm.TU.SUPER__1.1751 ENSG00000176269.2
velifer_evm.TU.SUPER__1.1752 ENSG00000154328.1
velifer_evm.TU.SUPER__1.1755 ENSG00000184140.4
velifer_evm.TU.SUPER__1.1756 ENSG00000176454.1
velifer_evm.TU.SUPER__1.1757 ENSG00000184507.1
velifer_evm.TU.SUPER__1.1758 ENSG00000182117.1
velifer_evm.TU.SUPER__1.176 ENSG00000137449.1
velifer_evm.TU.SUPER__1.1760 ENSG00000128463.1
velifer_evm.TU.SUPER__1.1761 ENSG00000177700.1
velifer_evm.TU.SUPER__1.1762 ENSG00000134152.1
velifer_evm.TU.SUPER__1.1763 ENSG00000134153.1
velifer_evm.TU.SUPER__1.1764 ENSG00000184984.1
velifer_evm.TU.SUPER__1.1765 ENSG00000169857.1
velifer_evm.TU.SUPER__1.1766 ENSG00000198838.1
velifer_evm.TU.SUPER__1.1767 ENSG00000028277.1
velifer_evm.TU.SUPER__1.1768 ENSG00000248905.1
velifer_evm.TU.SUPER__1.1769 ENSG00000166923.1
velifer_evm.TU.SUPER__1.1770 ENSG00000288864.1
velifer_evm.TU.SUPER__1.1771 ENSG00000198826.1
velifer_evm.TU.SUPER__1.1772 ENSG00000079313.3
velifer_evm.TU.SUPER__1.1773 ENSG00000159248.1
velifer_evm.TU.SUPER__1.1774 ENSG00000159251.1
velifer_evm.TU.SUPER__1.1775 ENSG00000021776.1
velifer_evm.TU.SUPER__1.1780 ENSG00000134146.1
velifer_evm.TU.SUPER__1.1786 ENSG00000152234.1
velifer_evm.TU.SUPER__1.1788 ENSG00000152234.2
velifer_evm.TU.SUPER__1.179 ENSG00000163145.1
velifer_evm.TU.SUPER__1.1794 ENSG00000134138.1
velifer_evm.TU.SUPER__1.1797 ENSG00000166069.1
velifer_evm.TU.SUPER__1.1799 ENSG00000166068.1
velifer_evm.TU.SUPER__1.18 ENSG00000145214.1
velifer_evm.TU.SUPER__1.1800 ENSG00000143570.1
velifer_evm.TU.SUPER__1.1801 ENSG00000171262.1
velifer_evm.TU.SUPER__1.1806 ENSG00000137801.1
velifer_evm.TU.SUPER__1.1808 ENSG00000166073.1
velifer_evm.TU.SUPER__1.1809 ENSG00000128829.1
velifer_evm.TU.SUPER__1.181 ENSG00000118564.1
velifer_evm.TU.SUPER__1.1810 ENSG00000140319.1
velifer_evm.TU.SUPER__1.1811 ENSG00000104081.1
velifer_evm.TU.SUPER__1.1813 ENSG00000137843.1
velifer_evm.TU.SUPER__1.1814 ENSG00000230778.1
velifer_evm.TU.SUPER__1.1815 ENSG00000137841.1
velifer_evm.TU.SUPER__1.1816 ENSG00000259330.1
velifer_evm.TU.SUPER__1.1818 ENSG00000188549.1
velifer_evm.TU.SUPER__1.1820 ENSG00000140323.1
velifer_evm.TU.SUPER__1.1822 ENSG00000128928.1
velifer_evm.TU.SUPER__1.1823 ENSG00000140320.1
velifer_evm.TU.SUPER__1.1824 ENSG00000169105.1
velifer_evm.TU.SUPER__1.1828 ENSG00000166133.1
velifer_evm.TU.SUPER__1.1829 ENSG00000125611.2
velifer_evm.TU.SUPER__1.183 ENSG00000109743.1
velifer_evm.TU.SUPER__1.1830 ENSG00000137812.1
velifer_evm.TU.SUPER__1.1831 ENSG00000051180.1
velifer_evm.TU.SUPER__1.1832 ENSG00000137824.1
velifer_evm.TU.SUPER__1.1833 ENSG00000137880.1
velifer_evm.TU.SUPER__1.1834 ENSG00000104129.2
velifer_evm.TU.SUPER__1.1835 ENSG00000166140.1
velifer_evm.TU.SUPER__1.1837 ENSG00000166145.1
velifer_evm.TU.SUPER__1.1838 ENSG00000104140.1
velifer_evm.TU.SUPER__1.1840 ENSG00000104142.1
velifer_evm.TU.SUPER__1.1841 ENSG00000128917.1
velifer_evm.TU.SUPER__1.1842 ENSG00000128965.1
velifer_evm.TU.SUPER__1.1843 ENSG00000128908.1
velifer_evm.TU.SUPER__1.1844 ENSG00000136943.2
velifer_evm.TU.SUPER__1.1845 ENSG00000156697.1
velifer_evm.TU.SUPER__1.1846 ENSG00000156697.2
velifer_evm.TU.SUPER__1.1847 ENSG00000178997.1
velifer_evm.TU.SUPER__1.1848 ENSG00000187446.1
velifer_evm.TU.SUPER__1.1849 ENSG00000104147.1
velifer_evm.TU.SUPER__1.185 ENSG00000137440.1
velifer_evm.TU.SUPER__1.1850 ENSG00000285920.1
velifer_evm.TU.SUPER__1.1851 ENSG00000137806.1
velifer_evm.TU.SUPER__1.1852 ENSG00000137815.1
velifer_evm.TU.SUPER__1.1853 ENSG00000137825.1
velifer_evm.TU.SUPER__1.1855 ENSG00000092445.1
velifer_evm.TU.SUPER__1.1857 ENSG00000174197.1
velifer_evm.TU.SUPER__1.1860 ENSG00000137877.1
velifer_evm.TU.SUPER__1.1861 ENSG00000137877.2
velifer_evm.TU.SUPER__1.1862 ENSG00000103966.1
velifer_evm.TU.SUPER__1.1863 ENSG00000188089.2
velifer_evm.TU.SUPER__1.1865 ENSG00000157184.1
velifer_evm.TU.SUPER__1.1866 ENSG00000168907.1
velifer_evm.TU.SUPER__1.1867 ENSG00000166887.1
velifer_evm.TU.SUPER__1.1870 ENSG00000214013.1
velifer_evm.TU.SUPER__1.1872 ENSG00000103994.1
velifer_evm.TU.SUPER__1.1873 ENSG00000092531.1
velifer_evm.TU.SUPER__1.1874 ENSG00000180979.1
velifer_evm.TU.SUPER__1.1876 ENSG00000159433.1
velifer_evm.TU.SUPER__1.1878 ENSG00000140326.1
velifer_evm.TU.SUPER__1.1879 ENSG00000128881.1
velifer_evm.TU.SUPER__1.188 ENSG00000169762.1
velifer_evm.TU.SUPER__1.1880 ENSG00000159459.1
velifer_evm.TU.SUPER__1.1881 ENSG00000137842.1
velifer_evm.TU.SUPER__1.1882 ENSG00000166946.1
velifer_evm.TU.SUPER__1.1884 ENSG00000104055.1
velifer_evm.TU.SUPER__1.1886 ENSG00000168806.1
velifer_evm.TU.SUPER__1.1887 ENSG00000168803.1
velifer_evm.TU.SUPER__1.1889 ENSG00000137822.1
velifer_evm.TU.SUPER__1.189 ENSG00000169744.1
velifer_evm.TU.SUPER__1.1890 ENSG00000067369.1
velifer_evm.TU.SUPER__1.1891 ENSG00000166963.1
velifer_evm.TU.SUPER__1.1892 ENSG00000168781.1
velifer_evm.TU.SUPER__1.1894 ENSG00000237289.1
velifer_evm.TU.SUPER__1.1895 ENSG00000242866.1
velifer_evm.TU.SUPER__1.1898 ENSG00000167004.1
velifer_evm.TU.SUPER__1.1899 ENSG00000128886.1
velifer_evm.TU.SUPER__1.19 ENSG00000127415.1
velifer_evm.TU.SUPER__1.1901 ENSG00000184716.1
velifer_evm.TU.SUPER__1.1902 ENSG00000242028.1
velifer_evm.TU.SUPER__1.1903 ENSG00000140259.1
velifer_evm.TU.SUPER__1.1906 ENSG00000092470.1
velifer_evm.TU.SUPER__1.1908 ENSG00000168872.1
velifer_evm.TU.SUPER__1.1912 ENSG00000166734.1
velifer_evm.TU.SUPER__1.1913 ENSG00000137770.1
velifer_evm.TU.SUPER__1.1914 ENSG00000104131.1
velifer_evm.TU.SUPER__1.1916 ENSG00000229474.1
velifer_evm.TU.SUPER__1.1917 ENSG00000176979.1
velifer_evm.TU.SUPER__1.1918 ENSG00000166710.1
velifer_evm.TU.SUPER__1.1919 ENSG00000063978.1
velifer_evm.TU.SUPER__1.192 ENSG00000103264.5
velifer_evm.TU.SUPER__1.1921 ENSG00000167014.1
velifer_evm.TU.SUPER__1.1922 ENSG00000140263.1
velifer_evm.TU.SUPER__1.1924 ENSG00000091157.1
velifer_evm.TU.SUPER__1.1925 ENSG00000091157.2
velifer_evm.TU.SUPER__1.1926 ENSG00000106049.1
velifer_evm.TU.SUPER__1.1930 ENSG00000137857.1
velifer_evm.TU.SUPER__1.1931 ENSG00000138606.1
velifer_evm.TU.SUPER__1.1933 ENSG00000165494.1
velifer_evm.TU.SUPER__1.1934 ENSG00000171766.1
velifer_evm.TU.SUPER__1.1935 ENSG00000046647.1
velifer_evm.TU.SUPER__1.1936 ENSG00000171763.1
velifer_evm.TU.SUPER__1.1937 ENSG00000166920.1
velifer_evm.TU.SUPER__1.1938 ENSG00000104154.1
velifer_evm.TU.SUPER__1.194 ENSG00000151552.1
velifer_evm.TU.SUPER__1.1941 ENSG00000137767.1
velifer_evm.TU.SUPER__1.1947 ENSG00000143891.1
velifer_evm.TU.SUPER__1.1949 ENSG00000137872.1
velifer_evm.TU.SUPER__1.195 ENSG00000249581.1
velifer_evm.TU.SUPER__1.1954 ENSG00000188467.1
velifer_evm.TU.SUPER__1.1957 ENSG00000233932.1
velifer_evm.TU.SUPER__1.1958 ENSG00000074803.1
velifer_evm.TU.SUPER__1.1959 ENSG00000128951.2
velifer_evm.TU.SUPER__1.196 ENSG00000002549.1
velifer_evm.TU.SUPER__1.1960 ENSG00000166147.1
velifer_evm.TU.SUPER__1.1962 ENSG00000103995.1
velifer_evm.TU.SUPER__1.1963 ENSG00000185634.2
velifer_evm.TU.SUPER__1.1964 ENSG00000138593.1
velifer_evm.TU.SUPER__1.1965 ENSG00000166200.1
velifer_evm.TU.SUPER__1.1966 ENSG00000156958.1
velifer_evm.TU.SUPER__1.1968 ENSG00000104047.1
velifer_evm.TU.SUPER__1.1969 ENSG00000143621.1
velifer_evm.TU.SUPER__1.197 ENSG00000118579.1
velifer_evm.TU.SUPER__1.1970 ENSG00000144401.2
velifer_evm.TU.SUPER__1.1972 ENSG00000104043.1
velifer_evm.TU.SUPER__1.1973 ENSG00000140284.1
velifer_evm.TU.SUPER__1.1974 ENSG00000140287.1
velifer_evm.TU.SUPER__1.1975 ENSG00000080608.1
velifer_evm.TU.SUPER__1.1977 ENSG00000104064.1
velifer_evm.TU.SUPER__1.1978 ENSG00000138592.1
velifer_evm.TU.SUPER__1.198 ENSG00000047662.1
velifer_evm.TU.SUPER__1.1980 ENSG00000196289.1
velifer_evm.TU.SUPER__1.1981 ENSG00000092439.1
velifer_evm.TU.SUPER__1.1982 ENSG00000138600.1
velifer_evm.TU.SUPER__1.1983 ENSG00000081014.1
velifer_evm.TU.SUPER__1.1985 ENSG00000137869.1
velifer_evm.TU.SUPER__1.1987 ENSG00000186417.1
velifer_evm.TU.SUPER__1.1988 ENSG00000104093.1
velifer_evm.TU.SUPER__1.1989 ENSG00000250374.3
velifer_evm.TU.SUPER__1.199 ENSG00000163257.1
velifer_evm.TU.SUPER__1.1990 ENSG00000104112.1
velifer_evm.TU.SUPER__1.1991 ENSG00000140280.1
velifer_evm.TU.SUPER__1.1992 ENSG00000128872.1
velifer_evm.TU.SUPER__1.1993 ENSG00000196470.1
velifer_evm.TU.SUPER__1.1994 ENSG00000138594.1
velifer_evm.TU.SUPER__1.1995 ENSG00000166477.1
velifer_evm.TU.SUPER__1.1996 ENSG00000166477.2
velifer_evm.TU.SUPER__1.1997 ENSG00000069956.1
velifer_evm.TU.SUPER__1.20 ENSG00000127418.1
velifer_evm.TU.SUPER__1.200 ENSG00000179240.1
velifer_evm.TU.SUPER__1.2000 ENSG00000069966.1
velifer_evm.TU.SUPER__1.2001 ENSG00000128833.1
velifer_evm.TU.SUPER__1.2002 ENSG00000197535.1
velifer_evm.TU.SUPER__1.2003 ENSG00000128989.1
velifer_evm.TU.SUPER__1.2004 ENSG00000047346.1
velifer_evm.TU.SUPER__1.2005 ENSG00000169856.1
velifer_evm.TU.SUPER__1.2007 ENSG00000168028.2
velifer_evm.TU.SUPER__1.2009 ENSG00000150991.1
velifer_evm.TU.SUPER__1.201 ENSG00000109805.1
velifer_evm.TU.SUPER__1.2014 ENSG00000137766.1
velifer_evm.TU.SUPER__1.2016 ENSG00000137876.1
velifer_evm.TU.SUPER__1.2017 ENSG00000069974.1
velifer_evm.TU.SUPER__1.2018 ENSG00000225973.1
velifer_evm.TU.SUPER__1.2020 ENSG00000260916.1
velifer_evm.TU.SUPER__1.2021 ENSG00000261652.1
velifer_evm.TU.SUPER__1.2022 ENSG00000256061.1
velifer_evm.TU.SUPER__1.2023 ENSG00000171016.1
velifer_evm.TU.SUPER__1.2024 ENSG00000166450.1
velifer_evm.TU.SUPER__1.2027 ENSG00000181827.1
velifer_evm.TU.SUPER__1.2028 ENSG00000151575.1
velifer_evm.TU.SUPER__1.2029 ENSG00000138587.1
velifer_evm.TU.SUPER__1.203 ENSG00000135930.2
velifer_evm.TU.SUPER__1.2033 ENSG00000138326.1
velifer_evm.TU.SUPER__1.2035 ENSG00000128849.1
velifer_evm.TU.SUPER__1.2037 ENSG00000263155.1
velifer_evm.TU.SUPER__1.2039 ENSG00000255529.1
velifer_evm.TU.SUPER__1.2043 ENSG00000128918.2
velifer_evm.TU.SUPER__1.2048 ENSG00000166035.1
velifer_evm.TU.SUPER__1.2049 ENSG00000137845.1
velifer_evm.TU.SUPER__1.2050 ENSG00000128923.1
velifer_evm.TU.SUPER__1.2051 ENSG00000137776.1
velifer_evm.TU.SUPER__1.2053 ENSG00000157456.1
velifer_evm.TU.SUPER__1.2055 ENSG00000157470.1
velifer_evm.TU.SUPER__1.2056 ENSG00000140297.1
velifer_evm.TU.SUPER__1.2057 ENSG00000140307.1
velifer_evm.TU.SUPER__1.2058 ENSG00000140299.1
velifer_evm.TU.SUPER__1.2059 ENSG00000171956.1
velifer_evm.TU.SUPER__1.206 ENSG00000109971.1
velifer_evm.TU.SUPER__1.2061 ENSG00000182718.1
velifer_evm.TU.SUPER__1.2062 ENSG00000128915.1
velifer_evm.TU.SUPER__1.2063 ENSG00000069667.2
velifer_evm.TU.SUPER__1.207 ENSG00000109971.2
velifer_evm.TU.SUPER__1.2070 ENSG00000129003.1
velifer_evm.TU.SUPER__1.2071 ENSG00000198535.1
velifer_evm.TU.SUPER__1.2073 ENSG00000205502.1
velifer_evm.TU.SUPER__1.2076 ENSG00000171914.1
velifer_evm.TU.SUPER__1.2081 ENSG00000103642.1
velifer_evm.TU.SUPER__1.2083 ENSG00000166128.1
velifer_evm.TU.SUPER__1.2084 ENSG00000138613.1
velifer_evm.TU.SUPER__1.2086 ENSG00000074410.1
velifer_evm.TU.SUPER__1.2088 ENSG00000167468.2
velifer_evm.TU.SUPER__1.2089 ENSG00000140455.1
velifer_evm.TU.SUPER__1.2091 ENSG00000103657.1
velifer_evm.TU.SUPER__1.2092 ENSG00000139146.1
velifer_evm.TU.SUPER__1.2094 ENSG00000166797.1
velifer_evm.TU.SUPER__1.2096 ENSG00000157734.1
velifer_evm.TU.SUPER__1.2097 ENSG00000166794.1
velifer_evm.TU.SUPER__1.2099 ENSG00000166803.1
velifer_evm.TU.SUPER__1.21 ENSG00000178222.1
velifer_evm.TU.SUPER__1.2100 ENSG00000103671.1
velifer_evm.TU.SUPER__1.2101 ENSG00000180357.1
velifer_evm.TU.SUPER__1.2104 ENSG00000166831.1
velifer_evm.TU.SUPER__1.2107 ENSG00000176273.2
velifer_evm.TU.SUPER__1.2110 ENSG00000090487.1
velifer_evm.TU.SUPER__1.2111 ENSG00000103707.1
velifer_evm.TU.SUPER__1.2112 ENSG00000186198.1
velifer_evm.TU.SUPER__1.2113 ENSG00000103710.1
velifer_evm.TU.SUPER__1.2114 ENSG00000234438.1
velifer_evm.TU.SUPER__1.2115 ENSG00000159140.1
velifer_evm.TU.SUPER__1.2116 ENSG00000159140.2
velifer_evm.TU.SUPER__1.2117 ENSG00000159140.3
velifer_evm.TU.SUPER__1.2118 ENSG00000246922.1
velifer_evm.TU.SUPER__1.2119 ENSG00000090470.1
velifer_evm.TU.SUPER__1.2120 ENSG00000166855.1
velifer_evm.TU.SUPER__1.2121 ENSG00000138615.1
velifer_evm.TU.SUPER__1.2123 ENSG00000138617.1
velifer_evm.TU.SUPER__1.2124 ENSG00000103381.1
velifer_evm.TU.SUPER__1.2125 ENSG00000090061.1
velifer_evm.TU.SUPER__1.2126 ENSG00000105640.1
velifer_evm.TU.SUPER__1.2127 ENSG00000100142.2
velifer_evm.TU.SUPER__1.2128 ENSG00000134748.1
velifer_evm.TU.SUPER__1.2129 ENSG00000100142.3
velifer_evm.TU.SUPER__1.2130 ENSG00000134748.2
velifer_evm.TU.SUPER__1.2131 ENSG00000174498.1
velifer_evm.TU.SUPER__1.2133 ENSG00000074603.1
velifer_evm.TU.SUPER__1.2134 ENSG00000074696.1
velifer_evm.TU.SUPER__1.2135 ENSG00000138614.1
velifer_evm.TU.SUPER__1.2136 ENSG00000074621.1
velifer_evm.TU.SUPER__1.2137 ENSG00000174485.1
velifer_evm.TU.SUPER__1.2139 ENSG00000103769.1
velifer_evm.TU.SUPER__1.2140 ENSG00000157890.1
velifer_evm.TU.SUPER__1.2142 ENSG00000166938.1
velifer_evm.TU.SUPER__1.2143 ENSG00000134748.3
velifer_evm.TU.SUPER__1.2144 ENSG00000100142.4
velifer_evm.TU.SUPER__1.2145 ENSG00000075131.1
velifer_evm.TU.SUPER__1.2146 ENSG00000169032.1
velifer_evm.TU.SUPER__1.2147 ENSG00000174446.1
velifer_evm.TU.SUPER__1.2148 ENSG00000174444.1
velifer_evm.TU.SUPER__1.2149 ENSG00000174442.1
velifer_evm.TU.SUPER__1.215 ENSG00000096384.1
velifer_evm.TU.SUPER__1.2150 ENSG00000188501.1
velifer_evm.TU.SUPER__1.2151 ENSG00000137834.1
velifer_evm.TU.SUPER__1.2154 ENSG00000166949.1
velifer_evm.TU.SUPER__1.2155 ENSG00000103591.1
velifer_evm.TU.SUPER__1.2156 ENSG00000103599.1
velifer_evm.TU.SUPER__1.2157 ENSG00000189227.1
velifer_evm.TU.SUPER__1.2158 ENSG00000137764.1
velifer_evm.TU.SUPER__1.2159 ENSG00000188779.1
velifer_evm.TU.SUPER__1.2163 ENSG00000169018.1
velifer_evm.TU.SUPER__1.2164 ENSG00000137809.1
velifer_evm.TU.SUPER__1.2167 ENSG00000140350.1
velifer_evm.TU.SUPER__1.2168 ENSG00000258484.1
velifer_evm.TU.SUPER__1.2171 ENSG00000138604.1
velifer_evm.TU.SUPER__1.2172 ENSG00000137819.1
velifer_evm.TU.SUPER__1.2173 ENSG00000137807.1
velifer_evm.TU.SUPER__1.2174 ENSG00000137818.2
velifer_evm.TU.SUPER__1.2175 ENSG00000165527.1
velifer_evm.TU.SUPER__1.2176 ENSG00000143947.2
velifer_evm.TU.SUPER__1.2177 ENSG00000136943.3
velifer_evm.TU.SUPER__1.2178 ENSG00000134419.1
velifer_evm.TU.SUPER__1.218 ENSG00000163138.1
velifer_evm.TU.SUPER__1.2180 ENSG00000005339.2
velifer_evm.TU.SUPER__1.2182 ENSG00000005339.3
velifer_evm.TU.SUPER__1.2184 ENSG00000005339.4
velifer_evm.TU.SUPER__1.2185 ENSG00000005339.5
velifer_evm.TU.SUPER__1.2186 ENSG00000100483.1
velifer_evm.TU.SUPER__1.2187 ENSG00000100485.1
velifer_evm.TU.SUPER__1.2188 ENSG00000087299.1
velifer_evm.TU.SUPER__1.2189 ENSG00000125375.1
velifer_evm.TU.SUPER__1.2190 ENSG00000100490.1
velifer_evm.TU.SUPER__1.2192 ENSG00000198513.1
velifer_evm.TU.SUPER__1.2193 ENSG00000151748.1
velifer_evm.TU.SUPER__1.2194 ENSG00000100503.1
velifer_evm.TU.SUPER__1.2195 ENSG00000131969.1
velifer_evm.TU.SUPER__1.2196 ENSG00000100504.1
velifer_evm.TU.SUPER__1.2197 ENSG00000100505.1
velifer_evm.TU.SUPER__1.2199 ENSG00000139921.1
velifer_evm.TU.SUPER__1.22 ENSG00000184840.1
velifer_evm.TU.SUPER__1.2200 ENSG00000132603.2
velifer_evm.TU.SUPER__1.2202 ENSG00000139926.1
velifer_evm.TU.SUPER__1.2204 ENSG00000087302.1
velifer_evm.TU.SUPER__1.2205 ENSG00000087303.1
velifer_evm.TU.SUPER__1.2206 ENSG00000168229.1
velifer_evm.TU.SUPER__1.2208 ENSG00000125384.1
velifer_evm.TU.SUPER__1.2210 ENSG00000180998.1
velifer_evm.TU.SUPER__1.2211 ENSG00000197930.1
velifer_evm.TU.SUPER__1.2212 ENSG00000100519.1
velifer_evm.TU.SUPER__1.2213 ENSG00000198252.1
velifer_evm.TU.SUPER__1.2214 ENSG00000100522.1
velifer_evm.TU.SUPER__1.2216 ENSG00000128383.2
velifer_evm.TU.SUPER__1.2217 ENSG00000073712.1
velifer_evm.TU.SUPER__1.2219 ENSG00000100523.1
velifer_evm.TU.SUPER__1.2220 ENSG00000136810.1
velifer_evm.TU.SUPER__1.2222 ENSG00000183172.1
velifer_evm.TU.SUPER__1.2228 ENSG00000100526.1
velifer_evm.TU.SUPER__1.2230 ENSG00000197045.1
velifer_evm.TU.SUPER__1.2232 ENSG00000020577.1
velifer_evm.TU.SUPER__1.2234 ENSG00000131979.1
velifer_evm.TU.SUPER__1.2235 ENSG00000166441.2
velifer_evm.TU.SUPER__1.2236 ENSG00000198554.1
velifer_evm.TU.SUPER__1.2237 ENSG00000236444.1
velifer_evm.TU.SUPER__1.2238 ENSG00000180008.1
velifer_evm.TU.SUPER__1.2239 ENSG00000168175.1
velifer_evm.TU.SUPER__1.2240 ENSG00000126787.1
velifer_evm.TU.SUPER__1.2241 ENSG00000178974.1
velifer_evm.TU.SUPER__1.2242 ENSG00000126775.1
velifer_evm.TU.SUPER__1.2243 ENSG00000182521.1
velifer_evm.TU.SUPER__1.2246 ENSG00000163191.1
velifer_evm.TU.SUPER__1.2251 ENSG00000139946.1
velifer_evm.TU.SUPER__1.2253 ENSG00000070269.1
velifer_evm.TU.SUPER__1.2255 ENSG00000108960.2
velifer_evm.TU.SUPER__1.2259 ENSG00000070367.1
velifer_evm.TU.SUPER__1.226 ENSG00000140044.5
velifer_evm.TU.SUPER__1.2261 ENSG00000168872.2
velifer_evm.TU.SUPER__1.2264 ENSG00000139977.1
velifer_evm.TU.SUPER__1.2266 ENSG00000119707.1
velifer_evm.TU.SUPER__1.2268 ENSG00000139971.1
velifer_evm.TU.SUPER__1.2269 ENSG00000131966.1
velifer_evm.TU.SUPER__1.227 ENSG00000152990.1
velifer_evm.TU.SUPER__1.2270 ENSG00000100567.1
velifer_evm.TU.SUPER__1.2271 ENSG00000032219.1
velifer_evm.TU.SUPER__1.2272 ENSG00000196860.1
velifer_evm.TU.SUPER__1.2273 ENSG00000100575.1
velifer_evm.TU.SUPER__1.2280 ENSG00000164626.1
velifer_evm.TU.SUPER__1.2281 ENSG00000164626.2
velifer_evm.TU.SUPER__1.2283 ENSG00000100592.1
velifer_evm.TU.SUPER__1.2284 ENSG00000181619.1
velifer_evm.TU.SUPER__1.2285 ENSG00000126790.1
velifer_evm.TU.SUPER__1.2287 ENSG00000151838.1
velifer_evm.TU.SUPER__1.2288 ENSG00000139970.2
velifer_evm.TU.SUPER__1.2289 ENSG00000131951.1
velifer_evm.TU.SUPER__1.229 ENSG00000115850.1
velifer_evm.TU.SUPER__1.2291 ENSG00000126773.1
velifer_evm.TU.SUPER__1.2292 ENSG00000100612.1
velifer_evm.TU.SUPER__1.2294 ENSG00000100614.1
velifer_evm.TU.SUPER__1.2295 ENSG00000179008.1
velifer_evm.TU.SUPER__1.2296 ENSG00000184302.1
velifer_evm.TU.SUPER__1.2297 ENSG00000126778.1
velifer_evm.TU.SUPER__1.2298 ENSG00000100625.1
velifer_evm.TU.SUPER__1.2299 ENSG00000020426.1
velifer_evm.TU.SUPER__1.2300 ENSG00000126814.1
velifer_evm.TU.SUPER__1.2303 ENSG00000182107.1
velifer_evm.TU.SUPER__1.2304 ENSG00000027075.1
velifer_evm.TU.SUPER__1.2306 ENSG00000198765.1
velifer_evm.TU.SUPER__1.2308 ENSG00000023608.1
velifer_evm.TU.SUPER__1.2313 ENSG00000140015.1
velifer_evm.TU.SUPER__1.2314 ENSG00000196591.1
velifer_evm.TU.SUPER__1.2315 ENSG00000126785.1
velifer_evm.TU.SUPER__1.2316 ENSG00000179600.1
velifer_evm.TU.SUPER__1.2318 ENSG00000154001.1
velifer_evm.TU.SUPER__1.2319 ENSG00000140006.1
velifer_evm.TU.SUPER__1.2320 ENSG00000126821.1
velifer_evm.TU.SUPER__1.2321 ENSG00000054654.1
velifer_evm.TU.SUPER__1.2322 ENSG00000140009.1
velifer_evm.TU.SUPER__1.2323 ENSG00000091136.1
velifer_evm.TU.SUPER__1.2325 ENSG00000179841.1
velifer_evm.TU.SUPER__1.2328 ENSG00000126803.1
